order_id,order_date,customer_id,gender,age,city,product_category,price,quantity,payment_mode,rating,revenue
10360,3/8/2023 15:00,6783,Male,23,Kolkata,Home,4750,5,Credit Card,3.1,23750
10361,3/8/2023 16:00,6928,Male,58,Hyderabad,Beauty,4881,1,Credit Card,4.8,4881
10362,3/8/2023 17:00,3565,Male,20,Hyderabad,Electronics,674,2,UPI,4.4,1348
10363,3/8/2023 18:00,4726,Male,48,Mumbai,Home,312,2,Credit Card,3,624
10364,3/8/2023 19:00,3044,Male,47,Bangalore,Electronics,2346,4,UPI,2.7,9384
10365,3/8/2023 20:00,6079,Male,29,Pune,Grocery,2856,1,UPI,1.8,2856
10366,3/8/2023 21:00,5622,Male,57,Bangalore,Fashion,2100,4,Debit Card,3.5,8400
10367,3/8/2023 22:00,3507,Male,22,Mumbai,Home,3856,1,Credit Card,1.7,3856
10368,3/8/2023 23:00,7458,Male,34,Hyderabad,Fashion,3212,1,Debit Card,3.2,3212
10369,3/9/2023 0:00,5815,Female,50,Hyderabad,Grocery,3416,1,Credit Card,3.3,3416
10370,3/9/2023 1:00,2768,Female,52,Hyderabad,Home,3611,2,COD,2.7,7222
10371,3/9/2023 2:00,5367,Female,48,Pune,Home,4677,4,Credit Card,4.8,18708
10372,3/9/2023 3:00,6779,Female,26,Bangalore,Sports,2335,2,Debit Card,3.4,4670
10373,3/9/2023 4:00,7266,Female,51,Delhi,Electronics,4432,4,Debit Card,2.4,17728
10374,3/9/2023 5:00,4410,Female,64,Kolkata,Fashion,651,1,UPI,4.8,651
10375,3/9/2023 6:00,6310,Female,32,Chennai,Sports,4043,3,Credit Card,1.6,12129
10376,3/9/2023 7:00,3367,Female,30,Chennai,Grocery,1251,1,UPI,2.1,1251
10377,3/9/2023 8:00,3427,Male,52,Chennai,Home,4446,2,Credit Card,3.7,8892
10378,3/9/2023 9:00,7735,Female,38,Pune,Sports,3267,3,UPI,2.7,9801
10379,3/9/2023 10:00,7789,Female,42,Delhi,Fashion,3694,2,COD,2.4,7388
10380,3/9/2023 11:00,3375,Male,61,Chennai,Home,2060,2,COD,2.8,4120
10381,3/9/2023 12:00,1583,Female,61,Delhi,Electronics,792,5,COD,2.8,3960
10382,3/9/2023 13:00,1918,Female,37,Pune,Fashion,434,5,UPI,3.3,2170
10383,3/9/2023 14:00,3608,Male,34,Chennai,Home,3517,2,Debit Card,2.9,7034
10384,3/9/2023 15:00,3899,Female,47,Kolkata,Home,3804,2,UPI,4.8,7608
10385,3/9/2023 16:00,3830,Female,30,Bangalore,Sports,4021,4,Credit Card,3.9,16084
10386,3/9/2023 17:00,4842,Male,53,Chennai,Fashion,2951,3,UPI,2.4,8853
10387,3/9/2023 18:00,6113,Male,33,Kolkata,Grocery,3108,2,COD,4,6216
10388,3/9/2023 19:00,1875,Male,63,Bangalore,Electronics,2851,2,COD,3.9,5702
10389,3/9/2023 20:00,1975,Male,27,Pune,Electronics,1756,5,UPI,4.4,8780
10390,3/9/2023 21:00,1916,Female,34,Bangalore,Beauty,4812,5,UPI,4.1,24060
10391,3/9/2023 22:00,5490,Female,26,Hyderabad,Grocery,2063,2,Debit Card,1.4,4126
10392,3/9/2023 23:00,7485,Female,47,Kolkata,Sports,3796,1,Credit Card,3.1,3796
10393,3/10/2023 0:00,7506,Male,62,Pune,Grocery,3740,1,Debit Card,2.8,3740
10394,3/10/2023 1:00,7705,Male,31,Hyderabad,Fashion,1371,4,UPI,3.3,5484
10395,3/10/2023 2:00,2977,Female,57,Mumbai,Electronics,4476,5,Credit Card,3.2,22380
10396,3/10/2023 3:00,5017,Female,47,Delhi,Electronics,4394,2,COD,4.9,8788
10397,3/10/2023 4:00,4691,Female,22,Mumbai,Electronics,2063,4,COD,4.6,8252
10398,3/10/2023 5:00,7468,Male,61,Mumbai,Electronics,4962,4,Credit Card,4.7,19848
10399,3/10/2023 6:00,1676,Male,24,Chennai,Beauty,912,3,Debit Card,5,2736
10400,3/10/2023 7:00,3762,Male,33,Bangalore,Beauty,495,3,Debit Card,2.5,1485
10401,3/10/2023 8:00,2068,Female,42,Hyderabad,Electronics,762,3,Debit Card,1.8,2286
10402,3/10/2023 9:00,5483,Female,48,Kolkata,Fashion,1294,2,Credit Card,1.4,2588
10403,3/10/2023 10:00,3608,Male,49,Mumbai,Home,3284,4,Debit Card,4,13136
10404,3/10/2023 11:00,5952,Male,58,Delhi,Grocery,2590,1,COD,3.6,2590
10405,3/10/2023 12:00,4228,Male,51,Hyderabad,Grocery,1189,5,Credit Card,2.2,5945
10406,3/10/2023 13:00,7946,Female,50,Mumbai,Beauty,4278,4,UPI,1.8,17112
10407,3/10/2023 14:00,1747,Male,18,Bangalore,Grocery,954,5,COD,4.1,4770
10408,3/10/2023 15:00,7984,Female,51,Chennai,Home,550,4,Credit Card,3.5,2200
10409,3/10/2023 16:00,4194,Female,47,Kolkata,Fashion,1236,4,COD,1.8,4944
10410,3/10/2023 17:00,2336,Male,46,Bangalore,Sports,3938,5,Debit Card,2.2,19690
10411,3/10/2023 18:00,1805,Female,43,Pune,Sports,1173,1,UPI,4.9,1173
10412,3/10/2023 19:00,4306,Female,19,Bangalore,Electronics,447,2,Credit Card,2.4,894
10413,3/10/2023 20:00,2759,Male,24,Delhi,Fashion,4874,2,Debit Card,3.7,9748
10414,3/10/2023 21:00,7505,Male,33,Pune,Sports,4921,3,UPI,2,14763
10415,3/10/2023 22:00,4366,Male,33,Kolkata,Sports,1372,4,COD,2.5,5488
10416,3/10/2023 23:00,3736,Male,61,Chennai,Beauty,1105,3,Debit Card,1.8,3315
10417,3/11/2023 0:00,7618,Male,18,Bangalore,Home,1776,3,COD,1.7,5328
10418,3/11/2023 1:00,4844,Female,61,Delhi,Fashion,3987,5,COD,4.9,19935
10419,3/11/2023 2:00,7054,Male,35,Hyderabad,Sports,3267,2,Credit Card,4.5,6534
10420,3/11/2023 3:00,5303,Female,30,Pune,Beauty,1532,2,Debit Card,2,3064
10421,3/11/2023 4:00,6787,Female,23,Hyderabad,Beauty,4005,2,COD,2.6,8010
10422,3/11/2023 5:00,3293,Female,44,Hyderabad,Electronics,2189,5,COD,2.6,10945
10423,3/11/2023 6:00,6130,Female,32,Kolkata,Electronics,313,4,Credit Card,4.1,1252
10424,3/11/2023 7:00,6226,Male,49,Hyderabad,Sports,3477,3,UPI,1.7,10431
10425,3/11/2023 8:00,2799,Male,29,Delhi,Electronics,150,2,Debit Card,4.3,300
10426,3/11/2023 9:00,4766,Male,31,Delhi,Beauty,3648,1,Credit Card,3.9,3648
10427,3/11/2023 10:00,4800,Male,56,Pune,Home,4262,5,COD,4.2,21310
10428,3/11/2023 11:00,2953,Male,41,Kolkata,Electronics,453,2,Debit Card,4.3,906
10429,3/11/2023 12:00,7880,Male,62,Mumbai,Grocery,1952,4,UPI,1.6,7808
10430,3/11/2023 13:00,4385,Male,34,Delhi,Home,3333,1,COD,4.4,3333
10431,3/11/2023 14:00,2470,Male,43,Hyderabad,Grocery,3635,2,COD,3.8,7270
10432,3/11/2023 15:00,2787,Male,51,Delhi,Electronics,4317,3,UPI,1.2,12951
10433,3/11/2023 16:00,1216,Female,54,Kolkata,Beauty,3793,1,UPI,1.5,3793
10434,3/11/2023 17:00,4806,Male,26,Pune,Electronics,3480,5,UPI,1.5,17400
10435,3/11/2023 18:00,7197,Male,32,Chennai,Grocery,623,1,COD,1.8,623
10436,3/11/2023 19:00,6004,Female,43,Kolkata,Beauty,3721,1,Debit Card,1.8,3721
10437,3/11/2023 20:00,1158,Female,53,Chennai,Home,4146,2,COD,2.2,8292
10438,3/11/2023 21:00,2326,Female,50,Kolkata,Beauty,3943,4,Debit Card,3,15772
10439,3/11/2023 22:00,1020,Male,41,Bangalore,Electronics,3006,3,COD,3.3,9018
10440,3/11/2023 23:00,6601,Male,60,Hyderabad,Home,2779,4,UPI,2.3,11116
10441,3/12/2023 0:00,6690,Male,26,Mumbai,Fashion,1951,2,COD,3.7,3902
10442,3/12/2023 1:00,2587,Male,64,Chennai,Grocery,2562,3,Credit Card,1.7,7686
10443,3/12/2023 2:00,2084,Female,33,Mumbai,Grocery,4274,3,Credit Card,1.4,12822
10444,3/12/2023 3:00,3387,Female,28,Kolkata,Fashion,3798,3,UPI,3.1,11394
10445,3/12/2023 4:00,3951,Female,64,Bangalore,Sports,941,4,UPI,3.7,3764
10446,3/12/2023 5:00,5526,Male,27,Mumbai,Beauty,522,4,Credit Card,4.8,2088
10447,3/12/2023 6:00,5568,Male,57,Delhi,Fashion,2045,3,COD,2.3,6135
10448,3/12/2023 7:00,5489,Female,55,Mumbai,Electronics,3786,2,Debit Card,2.6,7572
10449,3/12/2023 8:00,6169,Female,61,Bangalore,Home,2149,3,COD,4.1,6447
10450,3/12/2023 9:00,6905,Female,21,Pune,Grocery,3421,3,UPI,3.6,10263
10451,3/12/2023 10:00,1866,Male,18,Mumbai,Electronics,2023,5,Debit Card,2.6,10115
10452,3/12/2023 11:00,7030,Female,61,Hyderabad,Grocery,1210,1,Debit Card,1.5,1210
10453,3/12/2023 12:00,5199,Male,49,Kolkata,Electronics,2526,3,UPI,3.2,7578
10454,3/12/2023 13:00,6513,Female,63,Delhi,Home,287,2,UPI,4.1,574
10455,3/12/2023 14:00,3490,Male,46,Kolkata,Fashion,1262,5,Credit Card,2.6,6310
10456,3/12/2023 15:00,2435,Female,39,Pune,Grocery,4069,4,Debit Card,1.6,16276
10457,3/12/2023 16:00,5043,Female,48,Delhi,Home,2404,4,Credit Card,2.4,9616
10458,3/12/2023 17:00,7203,Male,35,Bangalore,Grocery,1130,3,COD,1.9,3390
10459,3/12/2023 18:00,7251,Female,57,Mumbai,Electronics,4536,2,Debit Card,1,9072
10460,3/12/2023 19:00,4631,Male,34,Delhi,Electronics,1710,1,UPI,3.8,1710
10461,3/12/2023 20:00,7645,Female,54,Delhi,Grocery,813,3,Credit Card,3.2,2439
10462,3/12/2023 21:00,6935,Male,64,Pune,Fashion,4027,5,Credit Card,4.8,20135
10463,3/12/2023 22:00,6846,Male,62,Chennai,Sports,3049,1,UPI,3,3049
10464,3/12/2023 23:00,5512,Female,42,Pune,Fashion,1121,5,Credit Card,4.8,5605
10465,3/13/2023 0:00,2384,Female,46,Bangalore,Sports,2850,4,UPI,2.3,11400
10466,3/13/2023 1:00,6429,Male,32,Mumbai,Fashion,3734,5,COD,2.6,18670
10467,3/13/2023 2:00,1388,Female,42,Mumbai,Grocery,4729,1,Credit Card,1.1,4729
10468,3/13/2023 3:00,2565,Female,40,Kolkata,Beauty,1917,4,UPI,3,7668
10469,3/13/2023 4:00,2189,Male,32,Mumbai,Grocery,2557,5,COD,2,12785
10470,3/13/2023 5:00,4114,Male,42,Mumbai,Electronics,1075,5,UPI,3.1,5375
10471,3/13/2023 6:00,6346,Male,40,Kolkata,Sports,4210,2,COD,4.8,8420
10472,3/13/2023 7:00,5198,Female,36,Pune,Electronics,581,2,Credit Card,4,1162
10473,3/13/2023 8:00,7933,Female,23,Bangalore,Sports,1544,1,COD,4.1,1544
10474,3/13/2023 9:00,7966,Female,53,Delhi,Grocery,1230,2,UPI,1.1,2460
10475,3/13/2023 10:00,3366,Male,61,Kolkata,Grocery,1291,1,COD,4.1,1291
10476,3/13/2023 11:00,6521,Female,44,Kolkata,Electronics,2558,5,Credit Card,1.4,12790
10477,3/13/2023 12:00,3418,Male,33,Mumbai,Electronics,2479,1,Debit Card,4,2479
10478,3/13/2023 13:00,6123,Female,54,Hyderabad,Beauty,4148,5,UPI,1.9,20740
10479,3/13/2023 14:00,1786,Female,63,Kolkata,Home,4659,4,COD,2,18636
10480,3/13/2023 15:00,5037,Female,27,Pune,Home,4930,1,COD,2.5,4930
10481,3/13/2023 16:00,2065,Female,30,Mumbai,Fashion,2588,1,UPI,4.5,2588
10482,3/13/2023 17:00,5745,Female,43,Mumbai,Fashion,2615,3,Debit Card,1.2,7845
10483,3/13/2023 18:00,7258,Male,47,Hyderabad,Beauty,4368,3,COD,1.1,13104
10484,3/13/2023 19:00,4443,Male,35,Pune,Home,1706,1,UPI,4,1706
10485,3/13/2023 20:00,6980,Male,27,Bangalore,Fashion,3734,4,COD,4.3,14936
10486,3/13/2023 21:00,5896,Female,60,Pune,Beauty,3197,4,UPI,1.9,12788
10487,3/13/2023 22:00,6661,Male,21,Bangalore,Fashion,3218,5,COD,1.2,16090
10488,3/13/2023 23:00,4296,Male,56,Hyderabad,Sports,2479,1,UPI,2.5,2479
10489,3/14/2023 0:00,7495,Male,63,Delhi,Home,4691,1,Credit Card,1.6,4691
10490,3/14/2023 1:00,4323,Male,19,Bangalore,Sports,3122,5,Debit Card,1.1,15610
10491,3/14/2023 2:00,6450,Male,58,Pune,Fashion,4584,3,COD,4.7,13752
10492,3/14/2023 3:00,1137,Male,51,Kolkata,Fashion,1211,1,COD,1,1211
10493,3/14/2023 4:00,3453,Female,46,Bangalore,Sports,2942,3,Credit Card,4.9,8826
10494,3/14/2023 5:00,1317,Male,53,Mumbai,Fashion,1759,1,Debit Card,2.9,1759
10495,3/14/2023 6:00,7714,Male,42,Kolkata,Sports,4775,2,COD,3.5,9550
10496,3/14/2023 7:00,4767,Male,57,Chennai,Beauty,1471,4,UPI,2.4,5884
10497,3/14/2023 8:00,1099,Female,54,Delhi,Sports,3501,2,COD,4.9,7002
10498,3/14/2023 9:00,7009,Female,60,Kolkata,Electronics,739,2,UPI,1.7,1478
10499,3/14/2023 10:00,1254,Female,21,Mumbai,Grocery,3524,3,UPI,4.8,10572
10500,3/14/2023 11:00,2884,Female,19,Hyderabad,Fashion,524,1,Credit Card,4.1,524
10501,3/14/2023 12:00,6001,Female,59,Bangalore,Fashion,4997,1,Credit Card,3.4,4997
10502,3/14/2023 13:00,2456,Male,22,Hyderabad,Sports,4653,2,Debit Card,4,9306
10503,3/14/2023 14:00,4370,Female,63,Bangalore,Grocery,2665,1,Credit Card,4.3,2665
10504,3/14/2023 15:00,6468,Male,51,Hyderabad,Electronics,567,2,Credit Card,3.9,1134
10505,3/14/2023 16:00,4653,Female,60,Chennai,Home,3724,1,Credit Card,3.1,3724
10506,3/14/2023 17:00,2860,Male,53,Bangalore,Electronics,2770,1,COD,4.8,2770
10507,3/14/2023 18:00,1529,Male,34,Mumbai,Fashion,2309,1,Debit Card,3.7,2309
10508,3/14/2023 19:00,5656,Male,18,Mumbai,Electronics,3311,2,COD,3.1,6622
10509,3/14/2023 20:00,4312,Female,21,Chennai,Home,3333,4,COD,2.6,13332
10510,3/14/2023 21:00,2332,Male,43,Kolkata,Home,1635,5,Debit Card,3.6,8175
10511,3/14/2023 22:00,1889,Male,56,Bangalore,Home,458,2,COD,1.1,916
10512,3/14/2023 23:00,3820,Female,57,Delhi,Fashion,2714,4,Debit Card,1.7,10856
10513,3/15/2023 0:00,2200,Male,56,Pune,Electronics,1451,3,Debit Card,1.3,4353
10514,3/15/2023 1:00,4976,Male,39,Delhi,Beauty,2609,5,UPI,4.5,13045
10515,3/15/2023 2:00,3279,Male,45,Hyderabad,Grocery,965,2,Debit Card,2.6,1930
10516,3/15/2023 3:00,1945,Female,59,Chennai,Beauty,981,1,COD,4.8,981
10517,3/15/2023 4:00,5124,Female,62,Hyderabad,Fashion,4785,2,COD,2.1,9570
10518,3/15/2023 5:00,2081,Female,41,Chennai,Grocery,4192,3,UPI,2.5,12576
10519,3/15/2023 6:00,4628,Female,43,Delhi,Grocery,2420,1,COD,3.1,2420
10520,3/15/2023 7:00,1731,Female,55,Bangalore,Sports,4578,5,Debit Card,1.3,22890
10521,3/15/2023 8:00,3116,Male,56,Pune,Electronics,629,4,COD,3.7,2516
10522,3/15/2023 9:00,7746,Female,62,Delhi,Beauty,1757,5,Credit Card,3.1,8785
10523,3/15/2023 10:00,7296,Female,48,Kolkata,Grocery,2346,1,COD,4.9,2346
10524,3/15/2023 11:00,7219,Female,53,Delhi,Electronics,3229,3,COD,3.4,9687
10525,3/15/2023 12:00,7444,Female,36,Bangalore,Beauty,1405,1,UPI,2,1405
10526,3/15/2023 13:00,1281,Male,54,Chennai,Grocery,1098,4,UPI,2.3,4392
10527,3/15/2023 14:00,2974,Male,30,Delhi,Electronics,4850,1,COD,3.4,4850
10528,3/15/2023 15:00,5148,Female,24,Chennai,Fashion,3094,5,Credit Card,4.3,15470
10529,3/15/2023 16:00,1215,Female,23,Pune,Home,2871,2,UPI,4.1,5742
10530,3/15/2023 17:00,7491,Female,46,Chennai,Fashion,507,4,UPI,1.7,2028
10531,3/15/2023 18:00,5400,Female,47,Kolkata,Sports,4568,2,Debit Card,4.4,9136
10532,3/15/2023 19:00,1831,Male,63,Mumbai,Sports,904,2,Debit Card,1.4,1808
10533,3/15/2023 20:00,4348,Male,57,Delhi,Beauty,2574,3,Debit Card,1.7,7722
10534,3/15/2023 21:00,2555,Male,58,Delhi,Home,4683,3,Debit Card,1.1,14049
10535,3/15/2023 22:00,7972,Female,62,Hyderabad,Home,408,5,Debit Card,1.3,2040
10536,3/15/2023 23:00,2321,Female,64,Delhi,Beauty,1987,3,COD,4.1,5961
10537,3/16/2023 0:00,2065,Female,62,Kolkata,Sports,891,2,Credit Card,4,1782
10538,3/16/2023 1:00,6729,Male,41,Delhi,Sports,3602,5,Debit Card,3.7,18010
10539,3/16/2023 2:00,3189,Female,40,Hyderabad,Electronics,3631,2,COD,4.6,7262
10540,3/16/2023 3:00,1627,Female,46,Kolkata,Electronics,1174,5,Debit Card,1.5,5870
10541,3/16/2023 4:00,4202,Male,19,Mumbai,Grocery,2055,2,Credit Card,2.7,4110
10542,3/16/2023 5:00,5909,Male,20,Pune,Grocery,1969,4,Credit Card,2.2,7876
10543,3/16/2023 6:00,7600,Male,63,Pune,Grocery,3928,3,Credit Card,3.3,11784
10544,3/16/2023 7:00,4613,Male,38,Kolkata,Home,1950,3,UPI,4.8,5850
10545,3/16/2023 8:00,6360,Male,59,Chennai,Home,1977,1,UPI,1.3,1977
10546,3/16/2023 9:00,5575,Female,49,Mumbai,Grocery,3512,5,UPI,4.8,17560
10547,3/16/2023 10:00,3615,Female,23,Chennai,Grocery,1152,5,COD,2,5760
10548,3/16/2023 11:00,2458,Female,44,Delhi,Fashion,4570,1,COD,1.3,4570
10549,3/16/2023 12:00,3863,Female,21,Hyderabad,Fashion,588,5,Credit Card,2.8,2940
10550,3/16/2023 13:00,5408,Male,39,Hyderabad,Fashion,4890,4,Credit Card,4.5,19560
10551,3/16/2023 14:00,1870,Male,42,Pune,Electronics,241,2,COD,1.9,482
10552,3/16/2023 15:00,3939,Male,21,Mumbai,Electronics,3664,3,COD,3.4,10992
10553,3/16/2023 16:00,6972,Male,30,Mumbai,Fashion,2931,1,UPI,2.9,2931
10554,3/16/2023 17:00,6400,Female,33,Hyderabad,Beauty,4785,5,Credit Card,2.2,23925
10555,3/16/2023 18:00,3012,Male,46,Delhi,Electronics,1524,1,Debit Card,1.4,1524
10556,3/16/2023 19:00,5526,Male,43,Hyderabad,Electronics,326,3,UPI,3.8,978
10557,3/16/2023 20:00,5335,Female,24,Hyderabad,Beauty,775,3,UPI,2.4,2325
10558,3/16/2023 21:00,2642,Female,61,Pune,Sports,600,1,Debit Card,1.3,600
10559,3/16/2023 22:00,2166,Female,59,Pune,Beauty,3155,1,Credit Card,2.9,3155
10560,3/16/2023 23:00,1149,Male,63,Bangalore,Home,3881,3,Debit Card,3.9,11643
10561,3/17/2023 0:00,5953,Female,42,Kolkata,Home,2260,5,Debit Card,1.9,11300
10562,3/17/2023 1:00,5052,Male,64,Pune,Fashion,755,3,Debit Card,4.9,2265
10563,3/17/2023 2:00,2207,Female,18,Delhi,Electronics,2124,1,COD,1.5,2124
10564,3/17/2023 3:00,5348,Male,54,Delhi,Grocery,781,3,Debit Card,3.7,2343
10565,3/17/2023 4:00,2248,Female,54,Mumbai,Grocery,2245,4,Credit Card,4.4,8980
10566,3/17/2023 5:00,6716,Male,34,Bangalore,Beauty,4888,2,COD,3.1,9776
10567,3/17/2023 6:00,5072,Female,64,Pune,Beauty,2327,2,UPI,4.8,4654
10568,3/17/2023 7:00,7433,Male,41,Bangalore,Electronics,3672,3,Credit Card,1.2,11016
10569,3/17/2023 8:00,2164,Male,19,Kolkata,Beauty,4736,3,Credit Card,2.4,14208
10570,3/17/2023 9:00,7241,Male,40,Bangalore,Home,2410,4,Credit Card,4.1,9640
10571,3/17/2023 10:00,5423,Male,52,Pune,Home,102,5,COD,1.9,510
10572,3/17/2023 11:00,2673,Male,43,Bangalore,Home,3897,4,COD,4.2,15588
10573,3/17/2023 12:00,7798,Male,57,Bangalore,Sports,4692,1,Credit Card,2.7,4692
10574,3/17/2023 13:00,3135,Female,21,Hyderabad,Beauty,3986,1,Debit Card,4.5,3986
10575,3/17/2023 14:00,1357,Male,38,Chennai,Sports,4749,3,Credit Card,1.3,14247
10576,3/17/2023 15:00,7021,Male,56,Delhi,Grocery,512,5,COD,4.2,2560
10577,3/17/2023 16:00,6422,Male,29,Mumbai,Beauty,4251,5,UPI,3.3,21255
10578,3/17/2023 17:00,6353,Male,45,Hyderabad,Beauty,962,2,Debit Card,3.6,1924
10579,3/17/2023 18:00,5846,Male,36,Hyderabad,Beauty,3032,1,UPI,2.6,3032
10580,3/17/2023 19:00,2668,Male,63,Delhi,Fashion,1491,3,UPI,1.6,4473
10581,3/17/2023 20:00,5364,Female,45,Chennai,Electronics,4372,3,COD,3.6,13116
10582,3/17/2023 21:00,1344,Female,21,Delhi,Sports,2858,5,UPI,4,14290
10583,3/17/2023 22:00,4153,Female,29,Pune,Electronics,1486,4,Debit Card,2.5,5944
10584,3/17/2023 23:00,6582,Male,41,Chennai,Sports,4360,1,COD,4,4360
10585,3/18/2023 0:00,1695,Female,31,Hyderabad,Grocery,458,1,COD,2.1,458
10586,3/18/2023 1:00,3126,Female,20,Chennai,Home,2635,1,Credit Card,4.1,2635
10587,3/18/2023 2:00,5945,Female,21,Mumbai,Grocery,857,2,UPI,3.7,1714
10588,3/18/2023 3:00,7494,Female,54,Delhi,Electronics,3306,3,COD,3.8,9918
10589,3/18/2023 4:00,2033,Female,50,Delhi,Beauty,405,1,Debit Card,4.8,405
10590,3/18/2023 5:00,1677,Female,62,Hyderabad,Home,746,3,UPI,3.2,2238
10591,3/18/2023 6:00,6377,Male,61,Pune,Home,4544,4,Debit Card,1.8,18176
10592,3/18/2023 7:00,7067,Male,42,Bangalore,Sports,690,5,Credit Card,1.4,3450
10593,3/18/2023 8:00,7592,Male,21,Chennai,Home,632,5,Debit Card,4.1,3160
10594,3/18/2023 9:00,5082,Male,29,Pune,Sports,1304,4,Debit Card,4,5216
10595,3/18/2023 10:00,3586,Male,31,Hyderabad,Home,2054,4,UPI,1.3,8216
10596,3/18/2023 11:00,4467,Male,51,Bangalore,Sports,4969,3,COD,1.9,14907
10597,3/18/2023 12:00,2831,Male,40,Kolkata,Home,3256,5,Debit Card,1.7,16280
10598,3/18/2023 13:00,4241,Male,19,Bangalore,Beauty,3460,5,Credit Card,2.1,17300
10599,3/18/2023 14:00,3516,Female,25,Bangalore,Electronics,1384,5,COD,4.1,6920
10600,3/18/2023 15:00,7297,Female,24,Hyderabad,Fashion,1648,2,UPI,2,3296
10601,3/18/2023 16:00,5205,Female,23,Bangalore,Grocery,2187,4,UPI,3.8,8748
10602,3/18/2023 17:00,1801,Male,56,Chennai,Electronics,968,1,Debit Card,4,968
10603,3/18/2023 18:00,7451,Female,26,Mumbai,Electronics,1982,5,Debit Card,3.4,9910
10604,3/18/2023 19:00,4830,Female,24,Delhi,Sports,4340,3,Credit Card,3.6,13020
10605,3/18/2023 20:00,2144,Male,53,Chennai,Electronics,1608,3,Debit Card,3.9,4824
10606,3/18/2023 21:00,4349,Male,58,Pune,Electronics,3549,2,COD,3.2,7098
10607,3/18/2023 22:00,3685,Female,54,Bangalore,Fashion,2161,5,COD,4.8,10805
10608,3/18/2023 23:00,5662,Female,61,Hyderabad,Sports,2495,5,COD,1.5,12475
10609,3/19/2023 0:00,4663,Female,60,Hyderabad,Sports,1990,2,Debit Card,3.5,3980
10610,3/19/2023 1:00,5449,Male,61,Hyderabad,Beauty,622,2,COD,3.6,1244
10611,3/19/2023 2:00,1896,Male,45,Mumbai,Beauty,3672,4,Debit Card,4.7,14688
10612,3/19/2023 3:00,3268,Male,39,Pune,Fashion,443,3,COD,4.1,1329
10613,3/19/2023 4:00,7945,Female,46,Delhi,Home,2578,4,Credit Card,1.3,10312
10614,3/19/2023 5:00,5090,Male,49,Mumbai,Sports,725,3,COD,2.8,2175
10615,3/19/2023 6:00,1266,Male,19,Hyderabad,Grocery,2733,1,Credit Card,2.1,2733
10616,3/19/2023 7:00,5493,Male,24,Hyderabad,Beauty,188,5,UPI,3.2,940
10617,3/19/2023 8:00,7101,Male,37,Mumbai,Fashion,345,5,COD,1.5,1725
10618,3/19/2023 9:00,4303,Male,54,Chennai,Beauty,3219,2,Credit Card,2.5,6438
10619,3/19/2023 10:00,7951,Female,59,Hyderabad,Fashion,1957,1,Credit Card,4.5,1957
10620,3/19/2023 11:00,2824,Male,31,Bangalore,Home,4116,3,Debit Card,4.1,12348
10621,3/19/2023 12:00,4428,Male,36,Delhi,Fashion,2357,4,Debit Card,2.8,9428
10622,3/19/2023 13:00,1964,Male,21,Pune,Grocery,3987,5,Debit Card,3.4,19935
10623,3/19/2023 14:00,1163,Female,52,Bangalore,Fashion,3609,1,Debit Card,1.2,3609
10624,3/19/2023 15:00,6832,Female,40,Chennai,Grocery,4079,1,Debit Card,3.5,4079
10625,3/19/2023 16:00,3391,Female,39,Mumbai,Electronics,2392,2,Debit Card,1.8,4784
10626,3/19/2023 17:00,2111,Female,57,Kolkata,Fashion,4585,4,Debit Card,4.4,18340
10627,3/19/2023 18:00,7756,Male,46,Delhi,Sports,4487,3,Debit Card,2.3,13461
10628,3/19/2023 19:00,7738,Male,19,Mumbai,Electronics,3430,5,UPI,1.5,17150
10629,3/19/2023 20:00,5270,Male,26,Mumbai,Home,321,5,Credit Card,4,1605
10630,3/19/2023 21:00,1738,Female,18,Bangalore,Home,1942,1,COD,3.6,1942
10631,3/19/2023 22:00,5434,Male,53,Mumbai,Fashion,3262,1,COD,1,3262
10632,3/19/2023 23:00,2044,Female,55,Pune,Grocery,4809,1,UPI,1.2,4809
10633,3/20/2023 0:00,4098,Female,64,Kolkata,Sports,3333,4,UPI,2.8,13332
10634,3/20/2023 1:00,3460,Female,22,Mumbai,Fashion,485,3,UPI,1.2,1455
10635,3/20/2023 2:00,2804,Male,46,Hyderabad,Sports,4672,3,UPI,2.1,14016
10636,3/20/2023 3:00,3833,Female,45,Delhi,Electronics,3890,5,UPI,1.2,19450
10637,3/20/2023 4:00,3434,Female,35,Hyderabad,Beauty,3715,3,Debit Card,2.7,11145
10638,3/20/2023 5:00,2828,Female,31,Delhi,Fashion,4476,4,UPI,2.9,17904
10639,3/20/2023 6:00,1935,Male,19,Bangalore,Fashion,4031,4,UPI,4.7,16124
10640,3/20/2023 7:00,2034,Female,50,Kolkata,Fashion,695,5,Credit Card,1.9,3475
10641,3/20/2023 8:00,7707,Female,57,Delhi,Grocery,1798,4,COD,1.2,7192
10642,3/20/2023 9:00,5226,Male,44,Chennai,Home,934,2,Credit Card,3.5,1868
10643,3/20/2023 10:00,5289,Male,32,Mumbai,Fashion,1104,5,Credit Card,2.2,5520
10644,3/20/2023 11:00,7039,Male,45,Hyderabad,Electronics,2018,1,Credit Card,2.3,2018
10645,3/20/2023 12:00,3432,Female,42,Kolkata,Sports,2667,3,Debit Card,4.8,8001
10646,3/20/2023 13:00,5476,Female,46,Bangalore,Beauty,2740,1,Credit Card,4.8,2740
10647,3/20/2023 14:00,2866,Female,43,Mumbai,Grocery,4915,5,Debit Card,3.1,24575
